Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
9NYPN49E,journalArticle,2008,"Mclean, Richard I.; Abbe, George R.",Characteristics of Crassostrea ariakensis (Fujita 1913) and Crassostrea virginica (Gmelin 1791) in the discharge area of a nuclear power plant in central Chesapeake Bay,Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2008)27[517:COCAFA]2.0.CO;2,,"Since 1978, the Maryland Department of Natural Resources has investigated the uptake and deputation by C. virginica of radionuclides released by the Calvert Cliffs Nuclear Power Plant (CCNPP), which is located on the western shore of Chesapeake Bay in southern Maryland. This ongoing program presented a unique opportunity to compare radionuclide transfer dynamics and other parameters such as growth, mortality, disease status, and pleat condition for Crassostrea virginica and C. ariakensis in a side-by-side, in-situ environmental setting. Introducing the Asian oyster, C. ariakensis, into Chesapeake Bay has been proposed to help restore an oyster population to historical levels, to enhance the Bay ecosystem, and to contribute to the revival of the commercial oyster fishery. The population of the indigenous C. virginica has declined dramatically throughout the bay in part as a result of infection by two non-native protozoan parasites that cause MSX (Haplosporidium nelsoni) and Dermo (Perkinsus marinus) diseases. Other factors including habitat loss, reduced water quality, and overfishing have also reduced population size. Crassostrea ariakensis is known to be more tolerant to these diseases and thus may have greater potential for survival and growth in Chesapeake Bay than the native oyster. Triploid C. ariakensis and diploid C. virginica were immersed in cages in the vicinity of the CCNPP discharge for two exposure periods between July and December 2004. After retrieval, oysters were analyzed for radionuclide concentrations, growth rate, mortality, disease status, and meat condition. Fouling of oysters and cages was also observed. Quantities of radionuclides released by the CCNPP for both exposure periods were insufficient to produce detectable concentrations in either C. virginica or C. ariakensis, precluding a comparison of uptake of Co58, Co60, or Ag110 m, radionuclides that have been detectable historically. Shell lengths were not significantly different between the two species for the two sampling periods, despite the fact that there were considerable age differences between them, but C. ariakensis did show a greater rate of growth. Meat weights and condition indices for C. ariakensis were significantly greater than for C. virginica (P < 0.01). Mortality and Dermo prevalence and intensity were also significantly greater for C. virginica than for C. ariakensis (P < 0.01). Although quantities of radionuclides were insufficient to produce detectable concentrations in either species, this study provided a unique opportunity to examine C. ariakensis in an area of the Maryland Chesapeake Bay where C. ariakensis has not previously been observed.",2008-05,3/25/19 20:55,3/25/19 20:55,,517-523,,3,27,,,,,,,,,,,,,,,,,WOS:000256117200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCDPUVWF,journalArticle,2008,"Volstad, Jon H.; Dew, Jodi; Tarnowski, Mitchell",Estimation of annual mortality rates for eastern oysters (Crassostrea virginica) in Chesapeake Bay based on box counts and application of those rates to project population growth of C. virginica and C. ariakensis,Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2008)27[525:EOAMRF]2.0.CO;2,,"In an effort to restore the ecological role of oysters in Chesapeake Bay and the economic benefits of a commercial fishery, the states of Maryland and Virginia are considering introducing the nonnative Asian oyster (Crassostrea ariakensis) into the Bay. As part of an ecological risk assessment (ERA) to evaluate the proposed action and alternatives, demographic modeling is being used to project the change in populations of both the Asian and the native eastern oyster (C. virginica) in the Bay across space and time. Annual mortality rates are vital input to the demographic model. We present two approaches for parameterizing mortality rates for C. virginica by salinity ranges and disease-intensity categories and discuss how these rates could be applied to project population growth for the Asian oyster. We estimated mortality rates from empirical data collected during annual dredge surveys of oyster beds in Maryland. We compared counts of recent boxes (dead oysters without fouling or sedimentation on the inner valve surfaces, including ""gapers"" of one or two weeks old with tissue remaining in the shell), old boxes (dead oysters without tissue remnants but with fouling, sedimentation or both on the inner valve surfaces), and live oysters in market-size and small classes. Our mortality estimates based on counts of recent boxes consistently differentiated between years with high disease intensity and those with low disease intensity, between wet and dry years, and between salinity zones. In contrast, traditional estimates of yearly mortality based on total box counts often were out of phase with measured levels of disease intensity and weather (dry or wet). To model populations of C. ariakensis, we propose to adjust the mortality rates for C. virginica based on research results that provide estimates of differences between the two species' resistance to MSX and dermo and to other mortality factors, such as predation.",2008-05,3/25/19 20:55,3/25/19 20:55,,525-533,,3,27,,,,,,,,,,,,,,,,,WOS:000256117200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYV4V99B,journalArticle,2008,"Alexander, Jeffrey A.; Stoecker, Diane K.; Meritt, Donald W.; Alexander, Stephanie T.; Padeletti, Angela; Johns, Desmond; Van Heukelem, Laurie; Glibert, Patricia M.",Differential production of feces and pseudofeces by the oyster Crassostrea ariakensis when exposed to diets containing harmful dinoflagellate and raphidophyte species,Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2008)27[567:DPOFAP]2.0.CO;2,,"The Asian oyster, Crassostrea ariakensis, is being evaluated for its potential success in the restoration of oyster populations in Chesapeake Bay. Critical to an understanding of its potential success is knowledge of the impacts of common harmful algae in its diet; blooms of such algae are common in Chesapeake Bay. In these experiments, C. ariakensis were exposed to a standard algal diet, Isochrysis sp., alone, and in combination with the harmful dinoflagallates Prorocentrum minimum and Karlodinium veneficum and the raphidophytes Heterosigma akashiwo and Chattonella subsalsa. Two experiments were run, with varying proportions of Isochrysis to the test algal species. Feces and pseudofeces were examined microscopically and by high-performance liquid chromatography for changes in diagnostic pigments relative to the initial diet and for production of degradation pigments of chlorophyll. All species were cleared from suspension to varying degrees by the oysters. In the Isochrysis control and in the Isochrysis + P. minimum treatment, intact, solid feces were produced, and the highest proportion of chlorophyll degradation pigments were found in the Isochrysis control diet suggesting algal digestion. Thin, ""ropey"" feces and pseudo-feces were observed in the K. veneficum + Isochrysis treatment. Virtually no degradation pigments were found for oysters fed a diet containing K. veneficum, suggesting lack of digestion and assimilation of algal food. With the raphidophytes, reduced production of feces and pseudofeces was evident, and these contained a lower proportion of recognizable harmful algal cells, and higher proportion of degradation pigments than found with the other test species. Amorphous and cellular material that appears to be partly derived from the oyster digestive system was evident in the feces of oysters exposed to K. veneficum, H. akashiwo, and C. subsalsa; this was particularly pronounced in oysters exposed to H. akashiwo and suggests damage to the oyster gut. The impact of the presence of harmful algae in the diet of the oysters thus varied by algal species, but in all cases oyster digestion was altered relative to the control diet.",2008-05,3/25/19 20:55,3/25/19 20:55,,567-579,,3,27,,,,,,,,,,,,,,,,,WOS:000256117200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRJHRWN7,journalArticle,2008,"Chakraborty, Sudipta; Ray, Mitali; Ray, Sajal",Sodium arsenite induced alteration of hemocyte density of Lamellidens marginalis - An edible mollusk from India,Clean-Soil Air Water,,1863-0650,10.1002/clen.200600032,,"Lamellidens marginalis (Molluska Bivalvia Eulamellibranchiata) is an important member of the freshwater ecosystem of India, which is sustained by filtering phytoplankton, bacteria and other particulate organic matter from the available water. Hemocytes, the circulating blood cells of bivalves, function as immunological effector cells under exposure to toxins and/or parasites. The hemocytes of Lamellidens marginalis have been identified morphologically and enumerated as being qualified for use as a biomarker to analyze the threat of freshwater contamination by sublethal concentrations of sodium arsenite, a natural pollutant of freshwater ecosystems. Diverse subpopulations of hemocytes were identified as blast-like cells, granulocytes, agranulocytes, hyalinocytes and asterocytes. Supression in the total count of hemocytes and blast-like cells was recorded under the exposure of all the concentrations of sodium arsenite tested. Sodium arsenite elevated the relative density of granulocytes, hyalinocytes, and asterocytes. Partial restoration of the total count of the hemocytes was recorded after the post-treated animals were maintained in arsenic-free water for periods of 15 and 30 days. The data predict a shift in the immunological parameters of this bivalve in arsenic contaminated environments. The present study is aimed at quantifying the arsenic induced stress in Lamellidens marginalis and establishing the hemocyte density as a biomarker of aquatic pollution in selected geographical regions of India.",2008-02,3/25/19 20:55,3/25/19 20:55,,195-200,,2,36,,,,,,,,,,,,,,,,,WOS:000253748500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6PG77PHE,journalArticle,2008,"Hegaret, Helene; Shumway, Sandra E.; Wikfors, Gary H.; Pate, Susan; Burkholder, Joann M.",Potential transport of harmful algae via relocation of bivalve molluscs,Marine Ecology Progress Series,,0171-8630,10.3354/meps07375,,"Aquaculture and restoration activities with bivalve molluscs often involve moving individuals from one body of water to another. Our study tests the hypothesis that harmful algae ingested by source populations of shellfish can be introduced into new environments by means of these shellfish relocations. Cultures of several harmful algal strains, including Prorocentrum minimum, Alexandrium fundyense, Heterosigma akashiwo, Aureococcus anophagefferens, Karenia mikimotoi and Alexandrium monflatum, were fed to various species of bivalve molluscs, Crassostrea virginica, Argopecten irradians irradians, Mercenaria mercenaria, Mytilus edulis, Mya arenaria, Venerupis philippinarum and Perna viridis, to assess the ability of the algal cells to pass intact though the digestive tracts of the shellfish and subsequently multiply in number. Ten individuals of each shellfish species were exposed for 2 d to it simulated harmful algal bloom at a natural bloom concentration. The shellfish were removed after exposure, and maintained for 2 further days in ultra-filtered seawater. Biodeposits (feces) were collected after 24 and 48 additional hours, and observed under light microscopy for the presence or absence of intact, potentially viable algal cells or temporary cysts. Subsamples of biodeposits were transferred into both algal culture medium and filtered seawater and monitored for algal growth. Intact cells of most harmful algal species tested were seen in biodeposits. Generally, harmful algae from the biodeposits collected in the first 24 h after transfer re-established growing populations, but algae could less often be recovered from the biodeposits collected after 48 h. These data provide evidence that transplanted bivalve molluscs may be vectors for the transport of harmful algae and that a short holding period in water without algae may mitigate this risk. Further, preliminary results indicate that emersion may also serve to mitigate the risk of transport.",2008,3/25/19 20:55,3/25/19 20:55,,169-179,,,361,,,,,,,,,,,,,,,,,WOS:000257413800016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C8LV5WUI,journalArticle,2008,"Taylor, Jaclyn; Bushek, David",Intertidal oyster reefs can persist and function in a temperate North American Atlantic estuary,Marine Ecology Progress Series,,0171-8630,10.3354/meps07429,,"Intertidal oyster reefs in lower Delaware Bay are ephemeral and it is generally assumed that oyster mortality due to predation, disease and winter ice scouring inhibits their persistence. In June 2006, shell-bag oyster reefs of varying height were constructed on the intertidal sand flats in lower Delaware Bay, USA, to determine the potential for oyster reef restoration in this temperate estuary. Oyster settlement, mortality and recruitment were compared among reefs, as was habitat value for motile fauna. Oysters recruited shortly after reefs were constructed. Motile macrofauna immediately began using the reefs, increasing species richness and abundance relative to the adjacent sand flat. Little post-settlement mortality was observed in oysters by October 2006 and most survived exposure to snow and ice during winter. Shifting sediments nearly buried the shortest reef by April 2007, a process that may be more important in limiting the development of oyster reefs in this system than predation, disease or ice shear. Results indicate that there is good potential for the development of intertidal oyster reefs in this region.",2008,3/25/19 20:55,3/25/19 20:55,,301-306,,,361,,,,,,,,,,,,,,,,,WOS:000257413800027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRMFBFA5,journalArticle,2008,"North, E. W.; Schlag, Z.; Hood, R. R.; Li, M.; Zhong, L.; Gross, T.; Kennedy, V. S.",Vertical swimming behavior influences the dispersal of simulated oyster larvae in a coupled particle-tracking and hydrodynamic model of Chesapeake Bay,Marine Ecology Progress Series,,0171-8630,10.3354/meps07317,,"Because planktonic organisms have swimming speeds that are orders of magnitude lower than horizontal current velocities, it is unclear whether behavior of weak-swimming bivalve larvae could influence dispersal distance, encounters with suitable habitat, or subpopulation connectivity. We used a numerical approach to investigate whether these processes could be affected by species-specific differences in larval vertical swimming behavior of 2 oyster species (Crassostrea virginica and C. ariakensis) in Chesapeake Bay, a partially mixed estuary. A coupled particle-tracking and hydrodynamic model was forced with observed winds and freshwater flow and included the best available estimate of present-day oyster habitat. Model scenarios were conducted with hydrodynamic predictions from June to September, 1995 to 1999, to simulate a range of environmental conditions. Simple larval swimming behaviors were parameterized for the 2 oyster species with results from preliminary laboratory experiments and literature. To isolate the effect of circulation, settlement habitat, and larval behavior on the spatial trajectories of particles, vertical swimming velocity was the only biological process represented in the model; egg production and larval growth were not included. Differences in larval swimming behavior had significant consequences for particle transport in Chesapeake Bay by influencing dispersal distances, transport success, and the degree of connectivity between 'subpopulations' in different tributaries. Most particles (>96%) did not return to the same reef on which they were released, and there were behavior-dependent differences in spatial patterns of the 'source' and 'sink' characteristics of oyster reefs. Simulated larval behavior had greater influence on spatial patterns of transport success than did interannual differences in circulation patterns. These model results have implications for fisheries management and oyster restoration activities.",2008,3/25/19 20:55,3/25/19 20:55,,99-115,,,359,,,,,,,,,,,,,,,,,WOS:000256338000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFPWT83E,journalArticle,2008,"Huang, Chun-Han; Lin, Hsing-Juh; Huang, Ting-Chaie; Su, Huei-Meei; Hung, Jia-Jang",Responses of phytoplankton and periphyton to system-scale removal of oyster-culture racks from a eutrophic tropical lagoon,Marine Ecology Progress Series,,0171-8630,10.3354/meps07465,,"There is great concern about the ecological impacts and benefits of oyster culture on estuaries and coastal waters. To examine the effects of the system-scale removal of oyster culture racks on phytoplankton and periphyton in a eutrophic tropical lagoon, a long-term study was conducted at 2 to 3 mo intervals from June 2000 to June 2004 (includes the time of complete oyster culture removal from Tapong Bay, southwestern Taiwan in June 2002). The abundances, productivities, and community structures of the inner (poorly flushed) and outer (well flushed) regions were compared before and after rack removal. Tidal flushing was an important factor regulating the responses of phytoplankton. After rack removal, mean chlorophyll a and maximum gross production (GP(max)) rate of phytoplankton increased 4-fold in the inner region, but remained unchanged in the outer region and at the control site. Phytoplankton communities in both regions and at the control site were dominated by Bacillariophyta alone before rack removal, but shifted to a co-dominance of Bacillariophyta, Dinophyta, and Cyanobacteria after rack removal. When GP(max) rate was normalized to chl a (p(max)(B)) and expressed as maximum photosynthetic intensity, no significant difference was detected before and after rack removal in either region. Chl a accumulation rate, GP(max) rate, p(max)(B), and dominant species of periphyton did not differ significantly before and after rack removal in either region. Our results suggest the effectiveness of top-down control of phytoplankton abundances and a reduction in community diversity by cultured oysters in this eutrophic lagoon.",2008,3/25/19 20:55,3/25/19 20:55,,12-Jan,,,358,,,,,,,,,,,,,,,,,WOS:000256228300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV4PNW9L,bookSection,2008,"Swann, LaDon","The use of living shorelines to mitigate the effects of storm events on Dauphin Island, Alabama, USA",Mitigating Impacts of Natural Hazards on Fishery Ecosystems,978-1-934874-01-1,,,,"Gulf of Mexico marshes have been found to support more than 80 species of fish, 60 species of birds, and many reptile, mammal, and inverebrate species (Stout 1984). In addition to the ecological services provided by salt marshes, the 2005 hurricanes in the Gulf of Mexico raised public awareness of the ability of intertidal marshes to reduce personal property damage from storm surges. Since marshes can be destroyed through natural or anthropogenic processes, methods to protect these areas are being developed; one such method is the use of ""living shorelines."" Living shorelines serve multiple roles by controlling erosion, maintaining natural coastal processes, and sustaining biodiversity through land-use management, soft armoring, or combinations of solft and semihard armoring techniques. Living shorelines provide a viable alternative to common hardened structures such as bulkheads, stone revetments, and seawalls. One type of living shoreline was used at Saw Grass Point Salt Marsh on Dauphin Island, Alabama. Dauphin Island's Fort Gaines Harbor was constructed in the 1950s by removing approximately 3 ha from Saw Grass Point Salt Marsh. The harbor now serves as one of Dauphin island's two primary access points for recreational and commercial boats to the Gulf of Mexico. Chronic erosion has resulted in the loss of 0.5 ha of the remaining marsh. This saline tidal marsh is of significant ecological importance and is one of only two on Dauphin Island. In 2004, a community-based restoration grant was used to protect and restore the marsh through the use of exposed nearshore precast concrete breakwaters called Coastal havens. These structures function as detached breakwates to minimize the effect of storm surge and boat wake thhrough wave attennation; they also provide suitable substrate for oyster colonization. These structures were selected over other erosion control technologies, including vertical bulkheads, rock or wooden sills, and headlands. In April 2005, 182 units were installed in two interlocking rows parallel to the east perimeter of the marsh in water approximately 1.3 m deep. Oyster density on the coastal havens, measured 19 months postinstallation, was 205 oysters/m(2). Measurements behind the breakwater indicate some sediment accretiion. The project cost was approximately US$335/m to protect 162m of shoreline. The dual functiion of these structures has controlled the erosion behind the breakwater and has provided habitat for a wide array of National Oceanic and Atmospheric Administration trust resources, including locally important species such as spotted seatrout (also known as speckled trout) Cynoscion nebulosus, blue crabs Callinectes sapidus and Gulf stone crabs Menippe adina, eastern oyster Crassostrea virginica, red drum Sciaenops ocelatus, southern flounder Paralichthys lethostigma, and various species of commerically important shrimp (brown shrimp Farfantepenaeus azetecus, pink shrimp F. duororum, and white shrimp Litopenaeus setiferus).",2008,3/25/19 20:55,3/25/19 20:55,,47-57,,,64,,,,,,,,,,,,,,,,,WOS:000258728300003,,,,,,"McLaughlin, K. D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q65V97Y4,journalArticle,2007,"Mann, Roger; Powell, Eric N.",Why oyster restoration goals in the chesapeake bay are not and probably cannot be achieved,Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2007)26[905:WORGIT]2.0.CO;2,,"Efforts to restore the native oyster in the Chesapeake Bay enjoy enormous public support and have consumed and continue to consume vast, some would argue unreasonable and unjustifiable, amounts of funding. Despite this support the stated goals of restoration efforts are poorly defined and consequently provide no realistic measures of success in terms of time, space, or biomass. Quantitative approaches used successfully in management of and rebuilding plans for other marine and estuarine species have not been appropriately applied. Basic information in oyster population dynamics and ecology has been inadequately appreciated in defining the quantitative problem. Given these limitations it is not surprising that little success has been achieved despite the massive investment. We note a lack of ability to predict recruitment, and limit the ingress and impact of disease. Without control of both of these functions, populations cannot be managed in a self-sustaining rebuilding mode within the footprint that they either currently occupy or formerly occupied. Sustained expansion of that footprint through substrate provision is prohibitively expensive, beyond the limits set by availability of substrate material, and futile in the presence of disease and susceptible oysters. Without attaining a substantially increased and rebuilding population, ecological services will be limited. Water quality impacts will, in reality, be modest, local and seasonal, and still subject to being overwhelmed by periodic storm events. Coherent and rational evaluation of biological limitations will lead to more realistic, and indeed very modest goals for ecological restoration. We must accept the fact that efforts to date to restore native oyster populations have failed and the prognosis for improvement of this situation is continued failure. The argument is proffered that stabilizing the present bed footprint with a realistic and sustainable population and the promotion of aquaculture to increase commercial yield is a more predictable and stable economic investment. Each of these options is consistent with the most realistic ecological outcome and should take priority in future efforts.",2007-12,3/25/19 20:55,3/25/19 20:55,,905-917,,4,26,,,,,,,,,,,,,,,,,WOS:000252327300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8UAWDES,journalArticle,2007,"Glibert, Patricia M.; Alexander, Jeffrey; Meritt, Donald W.; North, Elizabeth W.; Stoecker, Diane K.",Harmful algae pose additional challenges for oyster restoration: Impacts of the harmful algae Karlodinium veneficum and Prorocentrum minimum on early life stages of the oysters Crassostrea virginica and Crassostrea ariakensis,Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2007)26[919:HAPACF]2.0.CO;2,,"The eastern oyster, Crassostrea virginica (Gmelin, 1791) has been in decline along the eastern seaboard, and especially in Chesapeake Bay, for decades because of over-harvesting, disease and declines in water quality and suitable habitat. Eutrophication has also been increasing over the past half century, leading to increases in hypoxia and harmful algal blooms (HABs). The effects of two common Chesapeake Bay HAB dinoflagellates, Karlodinium veneficum, and Prorocetnrum minimum were tested on larvae of C. virginica and the Asian oyster being considered for introduction to Chesapeake Bay, C. ariakensis. When embryos from freshly spawned C. virginica and C. ariakensis were exposed immediately to K. veneficum at 10(4) cells mL(-1), virtually all of the developed larvae were deformed within 48 h in one experimental trial, but not in a second trial in which algae were at a different growth stage. No deformities, and mortalities of <45%, were observed in controls to which a standard diet of the haptophyte Isochrysis was added. When 2-wk-old larvae of both species were exposed to the same HAB species, the effect was a severe reduction in motility with K. veneficum, but with P. minimum only C. ariakensis was affected and not C. virginica. Comparisons were made of the frequency of these HABs in Chesapeake Bay from long-term data analysis and the temporal period of spawning. Whereas both blooms are more common during the summer months, the frequency of blooms of K. veneficum and the period of oyster spawning, June to September, coincide more strongly. To compare spatial similarity, results of a larval transport model were compared with observational data for K. veneficum. This comparison demonstrated a significant overlap in July, particularly in the northern reaches of the Bay. These eutrophication-related HABs thus have the potential to reduce survival of early life history stages of oysters and hence to reduce oyster recruitment. Any reduction in recruitment either spatially or temporally, combined with an overall reduction in sheer numbers of larvae that survive, will make restoration or establishment of significant, self-sustaining populations of natural or introduced oyster species much more difficult.",2007-12,3/25/19 20:55,3/25/19 20:55,,919-925,,4,26,,,,,,,,,,,,,,,,,WOS:000252327300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGZMD2RH,journalArticle,2007,"Barnes, T. K.; Volety, A. K.; Chartier, K.; Mazzotti, F. J.; Pearlstine, L.","A habitat suitability index model for the eastern oyster (Crassostrea virginica), a tool for restoration of the Caloosahatchee Estuary, Florida",Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2007)26[949:AHSIMF]2.0.CO;2,,"A tool in the form of a habitat suitability index model (HSI) for the eastern oyster, Crassostrea virginica, was adapted to evaluate and compare the effects of alternative restoration plans in southwest Florida. A component of a large forecasting model, this tool simulates system response by examining the impact of freshwater inputs into the system. The eastern oyster is a good indicator species for modeling because of its sedentary nature and its susceptibility to natural and artificial changes. In addition, oysters form a complex three-dimensional reef structure, which provides habitat and food for numerous species of fish and invertebrates. The model focuses on salinity, temperature, depth, substrate, and high flow frequency as the particular requirements to determine habitat suitability for the eastern oyster. A geographic information system (GIS) incorporates the oyster HSI model, which includes larval and adult components, to determine responses spatially and temporally to facilitate the decision making process. This paper evaluates four hydrologic and land use scenarios for the C-43 West Basin Reservoir Project. Model results indicate that the Preferred Flow scenario and the future conditions with the Comprehensive Everglades Restoration Plan have higher HSI values then either the existing conditions or the future without the Comprehensive Everglades Plan.",2007-12,3/25/19 20:55,3/25/19 20:55,,949-959,,4,26,,,,,,,,,,,,,,,,,WOS:000252327300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8AIL9YP,journalArticle,2007,"Harding, Juliana M.","Comparison of growth rates between diploid deby eastern oysters (Crassostrea virginica, Gmelin 1791), triploid eastern oysters, and triploid Suminoe oysters (C. ariakensis, Fugita 1913)",Journal of Shellfish Research,,0730-8000,10.2983/0730-8000(2007)26[961:COGRBD]2.0.CO;2,,"Oyster size and morphology affect individual oyster physiology, reproductive biology, and habitat production as well as population ecological services and availability for commercial harvest. Options for oyster restoration and fishery facilitation for eastern oyster (Crassostrea virginica) populations in the Chesapeake Bay include the use of disease resistant diploid eastern oysters (DEBY strain), triploid eastern oysters, and triploid Suminoe oysters (Crassostrea ariakensis) with the objective of providing a marketable product in a reasonable time frame. Shell height-at-age, growth in shell height in relation to environmental conditions, ontogenetic changes in morphology, and changes in biomass for groups of triploid Suminoe, triploid eastern, and diploid DEBY eastern oysters held at identical grow out conditions for the first two years of their lives were evaluated. Triploid Suminoe oysters reached shell heights of 76 mm (market size in Virginia of 3 in) at 1.1 y with triploid eastern oysters and diploid DEBY oysters attaining the same size at 1.2 y and 1.5 y, respectively. Increases in shell height were positively correlated with water temperature and salinity with the largest increases in shell height typically occurring in warmer months. Holding density significantly affected ratios of shell height (SH) to shell width (SW) and SH to shell inflation (SI) for all three oyster populations. Oysters at lower densities showed a decrease in SH:SI ratio indicative of increased cupping as well as a reduction in SH:SW indicating a trend toward more discoid or rounded form. Tissue dry weight (g) and ash free dry tissue weight (g) increased nonlinearly with size within each population and were statistically different across the three populations examined. Triploid Suminoe oysters had higher tissue weights than either triploid or diploid DEBY eastern oysters of similar ages. Both triploid eastern and Suminoe oysters had higher tissue weights than diploid DEBY oysters of similar age. Observed differences in growth rates and morphology between these groups of oysters affect both the ecological services they provide (filtration rates as well as habitat) as well as their fishery potential (time to market size).",2007-12,3/25/19 20:55,3/25/19 20:55,,961-972,,4,26,,,,,,,,,,,,,,,,,WOS:000252327300009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EWIRVSD,journalArticle,2007,"Ulrich, Paul N.; Ewart, John W.; Marsh, Adam G.","Prevalence of Perkinsus marinus (Dermo), Haplosporidium nelsoni (MSX), and QPX in bivalves of delaware's inland bays and quantitative, high-throughput diagnosis of dermo by QPCR",Journal of Eukaryotic Microbiology,,1066-5234,10.1111/j.1550-7408.2007.00293.x,,"Restoration of oyster reef habitat in the Inland Bays of Delaware was accompanied by an effort to detect and determine relative abundance of the bivalve pathogens Perkinsus marinus, Haplosporidium nelsoni, and QPX. Both the oyster Crassostrea virginica and the clam Mercenaria mercenaria were sampled from the bays. In addition, oysters were deployed at eight sites around the bays as sentinels for the three parasites. Perkinsus marinus prevalence was measured with a real-time, quantitative polymerase chain reaction (PCR) methodology that enabled high-throughput detection of as few as 31 copies of the ribosomal non-transcribed spacer region in 500 ng oyster DNA. The other pathogens were assayed using PCR with species-specific primers. Perkinsus marinus was identified in Indian River Bay at moderate prevalence (similar to 40%) in both an artificial reef and a wild oyster population whereas sentinel oysters were PCR-negative after 3-months exposure during summer and early fall. Haplosporidium nelsoni was restricted to one oyster deployed in Little Assawoman Bay. QPX and P. marinus were not detected among wild clams. While oysters in these bays have historically been under the greatest threat by MSX, it is apparent that P. marinus currently poses a greater threat to recovery of oyster aquaculture in Delaware's Inland Bays.",2007-12,3/25/19 20:55,3/25/19 20:55,,520-526,,6,54,,,,,,,,,,,,,,,,,WOS:000251386300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9K7BAGA,journalArticle,2007,"Moss, J. A.; Burreson, E. M.; Cordes, J. F.; Dungan, C. F.; Brown, G. D.; Wang, A.; Wu, X.; Reece, K. S.",Pathogens in Craassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,Diseases of Aquatic Organisms,,0177-5103,10.3354/dao01829,,"With the drastic decline of eastern oyster Crassostrea virginica populations in the Chesapeake Bay due to over-fishing, diseases and habitat destruction, there is interest in Maryland and Virginia in utilizing the non-native oyster species Crassostrea ariakensis for aquaculture, fishery resource enhancement, and ecological restoration. The International Council for the Exploration of the Sea (ICES) recommends that non-native species be examined for ecological, genetic and disease relationships in the native range prior to a deliberate introduction to a new region. Therefore, a pathogen survey of C. ariakensis and other sympatric oyster species was conducted on samples collected in the PR China, Japan and Korea using molecular diagnostics and histopathology. Molecular assays focused on 2 types of pathogens: protistan parasites in the genus Perkinsus and herpesviruses, both with known impacts on commercially important molluscan species around the world, including Asia. PCR amplification and DNA sequence data from the internal transcribed spacer region of the rRNA gene complex revealed the presence of 2 Perkinsus species not currently found in USA waters: P. olseni and an undescribed species. In addition, 3 genetic strains of molluscan herpesviruses were detected in oysters from several potential C. ariakensis broodstock acquisition sites in Asia. Viral gametocytic hypertrophy, Chlamydia-like organisms, a Steinhausia-like microsporidian, Perkinsus sp., Nematopsis sp., ciliates, and cestodes were also detected by histopathology.",10/15/07,3/25/19 20:55,3/25/19 20:55,,207-223,,3,77,,,,,,,,,,,,,,,,,WOS:000250949300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
